"","Hashtags","Count","Freq"
"1802","N95masks",48621,0.00662445671931745
"3133","Youractionssavelives",48599,0.00369042991786306
"1721","Mexico",48556,0.00553185192794154
"1","100daysofcode",48451,0.00377702222664522
"1883","Noexammhrd",48379,0.0035190741690398
"2105","Postponeneet",48375,0.00366235281109552
"230","Banyulin",48367,0.00499576726267746
"1236","Hungerstrikeforstudentssafety",48310,0.00362108260100917
"730","Crisis",48185,0.00612564284049259
"1848","Newnormal",48181,0.0037522297832786
"2986","Voterfraud",48140,0.00511543666252371
"723","Cpec",48090,0.00353858123047171
"3010","Wayfair",47739,0.0034725207580932
"1254","Iamagainstexamsincovid",47540,0.00356336714659441
"317","Bjp",47393,0.00432862197329423
"1788","Mufc",47311,0.00363313635833493
"1522","Layzhang",47180,0.00348734157208666
"665","Covid19ireland",47113,0.00572000519068431
"2990","Wakeupmhrd",46996,0.00341847515757239
"1275","Independenceday",46849,0.00349975603894086
"3036","Wefeedyou",46694,0.00704920287761216
"2505","Southafrica",46643,0.0051557492116343
"1648","Malaysia",46613,0.00569685209675927
"2950","Ventilators",46502,0.00668759861436242
"3136","Youtube",46490,0.00443331504482737
"649","Corruption",46485,0.00408590078934856
"2859","Truthwithrahulgandhi",46368,0.00337279462308104
"1329","Ipac",46223,0.00345093729509045
"224","Bangladesh",46082,0.00484383777488578
"1089","Globalcitizen",46037,0.00592112861699197
"1935","Oann",45773,0.0037043782389127
"1113","Government",45744,0.00484413163924592
"2332","Rwanda",45699,0.00556644148562395
"527","Clapforcarers",45667,0.00545448891153244
"801","Digital",45639,0.00414433010886907
"2156","Promoteallcollegestudents",45590,0.00345714471392412
"2711","Thegreatawakening",45508,0.00494980933965982
"1098","Gmb",45424,0.00510499997755502
"475","Charity",45358,0.00499494469639785
"787","Democratshateamerica",44980,0.0059110437740406
"2912","Urgent",44788,0.00334895617794878
"2381","Savelives",44723,0.00545729058099469
"1024","Freehongkong",44615,0.0033507111925514
"1000","Flu",44607,0.0050606436670519
"94","Ahmedabad",44590,0.00547951197882369
"298","Bidenharris2020",44430,0.00333025667486726
"1311","Inittogether",44387,0.00588559476366905
"3083","Women",44329,0.00427789152315562
"2784","Trump2020nowmorethanever",44322,0.00487242828319206
"1586","Lockdownnow",44220,0.00723301749811201
"2753","Togetherwecan",44192,0.00588239676623921
"2227","Rahulgandhi",44006,0.0039961001130833
"1643","Makechinapay",43986,0.00522311517787522
"670","Covid19malaysia",43968,0.00410165849052311
"1418","Junkterrorbill",43858,0.00339507338452391
"1077","Getmeppe",43795,0.00676553516422271
"1249","Hydroxychloroquineworks",43664,0.00317610646183166
"2612","Sundayvibes",43646,0.00380794541438696
